FECHA,DIA,Tmax,Tmin,Tmed,Precip,extremo,amplitud,categoria_tmax,seco,año,mes
2006-11-10,314.0,19.2,8.5,13.0,0.0,False,10.7,Frío,True,2006,11
2006-11-11,315.0,19.5,5.1,11.8,0.2,False,14.4,Frío,False,2006,11
2006-11-12,316.0,21.4,3.6,11.8,0.2,False,17.799999999999997,Templado,False,2006,11
2006-11-13,317.0,20.1,6.1,12.1,0.0,False,14.000000000000002,Templado,True,2006,11
2006-11-14,318.0,19.6,5.9,11.8,0.2,False,13.700000000000001,Frío,False,2006,11
2006-11-15,319.0,18.9,5.3,11.4,0.2,False,13.599999999999998,Frío,False,2006,11
2006-11-16,320.0,20.2,8.1,14.0,0.4,False,12.1,Templado,False,2006,11
2006-11-17,321.0,17.8,5.3,12.2,1.8,False,12.5,Frío,False,2006,11
2006-11-18,322.0,19.6,2.8,10.0,0.2,False,16.8,Frío,False,2006,11
2006-11-19,323.0,19.8,3.6,10.5,0.0,False,16.2,Frío,True,2006,11
2006-11-20,324.0,21.5,4.4,11.8,0.0,False,17.1,Templado,True,2006,11
2006-11-21,325.0,20.9,5.4,13.5,0.0,False,15.499999999999998,Templado,True,2006,11
2006-11-22,326.0,21.5,8.9,16.2,0.0,False,12.6,Templado,True,2006,11
2006-11-23,327.0,19.4,6.8,12.3,0.0,False,12.599999999999998,Frío,True,2006,11
2006-11-24,328.0,19.8,4.5,12.9,0.0,False,15.3,Frío,True,2006,11
2006-11-25,329.0,20.4,9.3,14.5,0.0,False,11.099999999999998,Templado,True,2006,11
2006-11-26,330.0,18.0,6.8,13.2,0.0,False,11.2,Frío,True,2006,11
2006-11-27,331.0,18.8,5.0,10.6,0.2,False,13.8,Frío,False,2006,11
2006-11-28,332.0,18.0,5.5,11.1,0.2,False,12.5,Frío,False,2006,11
2006-11-29,333.0,17.4,7.0,11.6,0.0,False,10.399999999999999,Frío,True,2006,11
2006-11-30,334.0,15.6,6.5,11.7,0.0,False,9.1,Frío,True,2006,11
2006-12-01,335.0,17.0,9.5,12.7,0.2,False,7.5,Frío,False,2006,12
2006-12-02,336.0,17.0,7.7,11.8,2.6,False,9.3,Frío,False,2006,12
2006-12-03,337.0,18.3,7.4,11.7,0.0,False,10.9,Frío,True,2006,12
2006-12-04,338.0,21.9,7.9,13.1,0.0,False,13.999999999999998,Templado,True,2006,12
2006-12-05,339.0,20.3,5.3,12.8,2.8,False,15.0,Templado,False,2006,12
2006-12-06,340.0,15.4,4.7,10.8,0.2,False,10.7,Frío,False,2006,12
2006-12-07,341.0,16.9,3.5,11.0,0.0,False,13.399999999999999,Frío,True,2006,12
2006-12-08,342.0,19.6,7.5,12.4,0.0,False,12.100000000000001,Frío,True,2006,12
2006-12-09,343.0,13.8,1.2,7.7,0.0,False,12.600000000000001,Frío,True,2006,12
2006-12-10,344.0,12.2,-0.5,6.5,0.0,False,12.7,Frío,True,2006,12
2006-12-11,345.0,11.2,7.9,9.8,0.0,False,3.299999999999999,Frío,True,2006,12
2006-12-12,346.0,13.3,7.3,10.2,0.0,False,6.000000000000001,Frío,True,2006,12
2006-12-13,347.0,13.9,3.9,9.3,0.0,False,10.0,Frío,True,2006,12
2006-12-14,348.0,13.9,6.0,10.0,0.0,False,7.9,Frío,True,2006,12
2006-12-15,349.0,14.4,3.9,8.7,0.4,False,10.5,Frío,False,2006,12
2006-12-16,350.0,16.9,2.4,8.2,0.2,False,14.499999999999998,Frío,False,2006,12
2006-12-17,351.0,17.2,1.2,7.7,0.0,False,16.0,Frío,True,2006,12
2006-12-18,352.0,17.5,1.4,9.0,0.2,False,16.1,Frío,False,2006,12
2006-12-19,353.0,8.9,0.9,5.3,1.2,False,8.0,Muy frío,False,2006,12
2006-12-20,354.0,11.4,0.3,4.9,0.0,False,11.1,Frío,True,2006,12
2006-12-21,355.0,13.1,-0.1,6.0,0.4,False,13.2,Frío,False,2006,12
2006-12-22,356.0,12.0,-0.8,6.0,0.0,False,12.8,Frío,True,2006,12
2006-12-23,357.0,7.8,1.5,5.5,1.2,False,6.3,Muy frío,False,2006,12
2006-12-24,358.0,13.5,0.6,6.1,0.0,False,12.9,Frío,True,2006,12
2006-12-25,359.0,13.3,-0.2,7.2,0.0,False,13.5,Frío,True,2006,12
2006-12-26,360.0,14.2,1.6,7.8,0.0,False,12.6,Frío,True,2006,12
2006-12-27,361.0,13.0,1.6,6.9,0.0,False,11.4,Frío,True,2006,12
2006-12-28,362.0,13.4,2.6,8.0,0.2,False,10.8,Frío,False,2006,12
2006-12-29,363.0,16.2,0.4,7.2,0.2,False,15.799999999999999,Frío,False,2006,12
2006-12-30,364.0,16.5,0.6,7.6,0.0,False,15.9,Frío,True,2006,12
2006-12-31,365.0,18.6,2.6,9.0,0.2,False,16.0,Frío,False,2006,12
2007-01-01,1.0,18.8,1.9,8.7,0.0,False,16.900000000000002,Frío,True,2007,1
2007-01-02,2.0,19.0,2.0,9.4,0.0,False,17.0,Frío,True,2007,1
2007-01-03,3.0,20.6,1.0,8.8,0.0,False,19.6,Templado,True,2007,1
2007-01-04,4.0,21.4,1.3,9.4,0.0,False,20.099999999999998,Templado,True,2007,1
2007-01-05,5.0,18.8,1.3,9.6,0.0,False,17.5,Frío,True,2007,1
2007-01-06,6.0,17.1,1.2,8.4,0.0,False,15.900000000000002,Frío,True,2007,1
2007-01-07,7.0,17.2,1.2,7.7,0.2,False,16.0,Frío,False,2007,1
2007-01-08,8.0,18.4,2.0,8.4,0.0,False,16.4,Frío,True,2007,1
2007-01-09,9.0,18.4,1.5,8.2,0.2,False,16.9,Frío,False,2007,1
2007-01-10,10.0,18.2,0.6,7.6,0.0,False,17.599999999999998,Frío,True,2007,1
2007-01-11,11.0,16.7,2.4,8.1,0.0,False,14.299999999999999,Frío,True,2007,1
2007-01-12,12.0,19.2,0.2,8.0,0.2,False,19.0,Frío,False,2007,1
2007-01-13,13.0,21.1,0.3,8.3,0.0,False,20.8,Templado,True,2007,1
2007-01-14,14.0,17.4,1.0,8.7,0.0,False,16.4,Frío,True,2007,1
2007-01-15,15.0,13.5,2.6,7.9,0.0,False,10.9,Frío,True,2007,1
2007-01-16,16.0,16.5,1.0,7.5,0.0,False,15.5,Frío,True,2007,1
2007-01-17,17.0,18.2,1.5,8.1,0.2,False,16.7,Frío,False,2007,1
2007-01-18,18.0,20.4,1.4,9.3,0.0,False,19.0,Templado,True,2007,1
2007-01-19,19.0,24.0,3.8,12.2,0.0,False,20.2,Templado,True,2007,1
2007-01-20,20.0,22.7,4.6,12.0,0.0,False,18.1,Templado,True,2007,1
2007-01-21,21.0,20.4,4.9,11.3,0.0,False,15.499999999999998,Templado,True,2007,1
2007-01-22,22.0,17.0,7.3,11.2,0.0,False,9.7,Frío,True,2007,1
2007-01-23,23.0,13.3,6.1,9.4,0.0,False,7.200000000000001,Frío,True,2007,1
2007-01-24,24.0,12.3,-1.8,5.7,0.0,False,14.100000000000001,Frío,True,2007,1
2007-01-25,25.0,12.0,-3.9,4.2,6.0,False,15.9,Frío,False,2007,1
2007-01-26,26.0,6.1,0.6,2.9,9.4,False,5.5,Muy frío,False,2007,1
2007-01-27,27.0,6.9,0.8,3.9,21.4,False,6.1000000000000005,Muy frío,False,2007,1
2007-01-28,28.0,8.7,5.3,7.1,2.8,False,3.3999999999999995,Muy frío,False,2007,1
2007-01-29,29.0,11.2,8.5,9.5,5.4,False,2.6999999999999993,Frío,False,2007,1
2007-01-30,30.0,13.4,4.0,8.0,0.2,False,9.4,Frío,False,2007,1
2007-01-31,31.0,12.2,2.2,6.3,0.2,False,10.0,Frío,False,2007,1
2007-02-01,32.0,13.4,0.7,6.6,0.2,False,12.700000000000001,Frío,False,2007,2
2007-02-02,33.0,11.1,3.0,7.7,1.4,False,8.1,Frío,False,2007,2
2007-02-03,34.0,11.2,7.6,9.7,1.6,False,3.5999999999999996,Frío,False,2007,2
2007-02-04,35.0,14.1,7.6,9.9,1.8,False,6.5,Frío,False,2007,2
2007-02-05,36.0,13.7,4.3,9.3,0.0,False,9.399999999999999,Frío,True,2007,2
2007-02-06,37.0,15.5,2.2,8.6,0.2,False,13.3,Frío,False,2007,2
2007-02-07,38.0,17.6,3.5,11.0,0.2,False,14.100000000000001,Frío,False,2007,2
2007-02-08,39.0,17.0,6.2,12.8,0.0,False,10.8,Frío,True,2007,2
2007-02-09,40.0,20.1,8.6,15.2,0.0,False,11.500000000000002,Templado,True,2007,2
2007-02-10,41.0,21.4,10.5,16.8,0.0,False,10.899999999999999,Templado,True,2007,2
2007-02-11,42.0,21.7,9.0,15.6,0.0,False,12.7,Templado,True,2007,2
2007-02-12,43.0,21.9,10.8,16.2,0.0,False,11.099999999999998,Templado,True,2007,2
2007-02-13,44.0,23.0,8.3,14.7,0.0,False,14.7,Templado,True,2007,2
2007-02-14,45.0,25.0,5.9,14.0,0.0,False,19.1,Templado,True,2007,2
2007-02-15,46.0,20.6,3.4,11.6,0.0,False,17.200000000000003,Templado,True,2007,2
2007-02-16,47.0,21.7,7.4,14.2,0.0,False,14.299999999999999,Templado,True,2007,2
2007-02-17,48.0,15.7,5.7,11.1,0.0,False,10.0,Frío,True,2007,2
2007-02-18,49.0,16.9,3.5,11.1,0.0,False,13.399999999999999,Frío,True,2007,2
2007-02-19,50.0,16.5,5.2,11.1,0.0,False,11.3,Frío,True,2007,2
2007-02-20,51.0,12.2,7.7,9.3,1.4,False,4.499999999999999,Frío,False,2007,2
2007-02-21,52.0,13.5,6.5,9.3,0.8,False,7.0,Frío,False,2007,2
2007-02-22,53.0,16.8,3.8,10.1,0.0,False,13.0,Frío,True,2007,2
2007-02-23,54.0,19.3,5.9,13.4,0.0,False,13.4,Frío,True,2007,2
2007-02-24,55.0,20.9,8.6,14.6,0.0,False,12.299999999999999,Templado,True,2007,2
2007-02-25,56.0,21.3,5.1,13.6,0.0,False,16.200000000000003,Templado,True,2007,2
2007-02-26,57.0,19.6,5.5,13.3,0.0,False,14.100000000000001,Frío,True,2007,2
2007-02-27,58.0,21.9,3.9,11.7,0.0,False,18.0,Templado,True,2007,2
2007-02-28,59.0,23.2,5.6,13.7,0.0,False,17.6,Templado,True,2007,2
2007-03-01,60.0,24.1,7.5,15.4,0.0,False,16.6,Templado,True,2007,3
2007-03-02,61.0,23.8,6.4,14.3,0.0,False,17.4,Templado,True,2007,3
2007-03-03,62.0,27.7,6.9,16.8,0.0,False,20.799999999999997,Templado,True,2007,3
2007-03-04,63.0,26.0,7.7,16.5,0.0,False,18.3,Templado,True,2007,3
2007-03-05,64.0,19.6,6.9,14.0,0.0,False,12.700000000000001,Frío,True,2007,3
2007-03-06,65.0,18.2,5.7,12.0,0.0,False,12.5,Frío,True,2007,3
2007-03-07,66.0,22.8,11.6,16.9,0.0,False,11.200000000000001,Templado,True,2007,3
2007-03-08,67.0,15.7,7.1,12.4,0.0,False,8.6,Frío,True,2007,3
2007-03-09,68.0,18.2,2.6,10.8,0.0,False,15.6,Frío,True,2007,3
2007-03-10,69.0,21.7,6.7,13.6,0.0,False,15.0,Templado,True,2007,3
2007-03-11,70.0,15.8,3.0,9.5,0.0,False,12.8,Frío,True,2007,3
2007-03-12,71.0,18.2,0.4,9.3,0.0,False,17.8,Frío,True,2007,3
2007-03-13,72.0,14.6,3.6,9.1,0.0,False,11.0,Frío,True,2007,3
2007-03-14,73.0,15.7,2.3,9.6,0.0,False,13.399999999999999,Frío,True,2007,3
2007-03-15,74.0,16.8,2.6,10.2,0.0,False,14.200000000000001,Frío,True,2007,3
2007-03-16,75.0,18.4,3.7,11.0,0.0,False,14.7,Frío,True,2007,3
2007-03-17,76.0,16.6,4.6,10.2,0.0,False,12.000000000000002,Frío,True,2007,3
2007-03-18,77.0,19.4,2.3,11.0,0.0,False,17.099999999999998,Frío,True,2007,3
2007-03-19,78.0,23.2,5.2,15.8,0.2,False,18.0,Templado,False,2007,3
2007-03-20,79.0,14.1,6.5,10.4,0.0,False,7.6,Frío,True,2007,3
2007-03-21,80.0,13.1,4.7,8.5,0.0,False,8.399999999999999,Frío,True,2007,3
2007-03-22,81.0,13.3,2.2,7.6,0.0,False,11.100000000000001,Frío,True,2007,3
2007-03-23,82.0,18.9,0.6,10.5,0.0,False,18.299999999999997,Frío,True,2007,3
2007-03-24,83.0,19.6,3.3,11.8,0.0,False,16.3,Frío,True,2007,3
2007-03-25,84.0,18.3,4.6,11.9,0.0,False,13.700000000000001,Frío,True,2007,3
2007-03-26,85.0,16.5,7.8,11.9,0.2,False,8.7,Frío,False,2007,3
2007-03-27,86.0,12.9,8.6,10.2,3.8,False,4.300000000000001,Frío,False,2007,3
2007-03-28,87.0,13.6,5.9,8.5,15.0,False,7.699999999999999,Frío,False,2007,3
2007-03-29,88.0,15.4,5.6,10.8,0.2,False,9.8,Frío,False,2007,3
2007-03-30,89.0,19.1,3.0,11.7,0.0,False,16.1,Frío,True,2007,3
2007-03-31,90.0,18.8,5.4,12.1,0.0,False,13.4,Frío,True,2007,3
2007-04-01,91.0,16.3,7.5,11.0,1.2,False,8.8,Frío,False,2007,4
2007-04-02,92.0,15.6,2.2,9.6,0.0,False,13.399999999999999,Frío,True,2007,4
2007-04-03,93.0,16.6,1.8,10.5,0.0,False,14.8,Frío,True,2007,4
2007-04-04,94.0,16.3,3.7,10.8,0.0,False,12.600000000000001,Frío,True,2007,4
2007-04-05,95.0,11.2,7.9,8.9,3.4,False,3.299999999999999,Frío,False,2007,4
2007-04-06,96.0,9.6,4.9,7.5,8.2,False,4.699999999999999,Muy frío,False,2007,4
2007-04-07,97.0,15.9,5.3,9.8,0.4,False,10.600000000000001,Frío,False,2007,4
2007-04-08,98.0,15.2,4.1,9.9,0.0,False,11.1,Frío,True,2007,4
2007-04-09,99.0,17.5,7.3,11.8,1.6,False,10.2,Frío,False,2007,4
2007-04-10,100.0,15.3,8.3,11.2,0.0,False,7.0,Frío,True,2007,4
2007-04-11,101.0,14.3,8.6,11.5,0.2,False,5.700000000000001,Frío,False,2007,4
2007-04-12,102.0,16.4,9.6,11.9,0.8,False,6.799999999999999,Frío,False,2007,4
2007-04-13,103.0,18.1,8.7,13.5,0.2,False,9.400000000000002,Frío,False,2007,4
2007-04-14,104.0,21.3,7.3,13.3,3.4,False,14.0,Templado,False,2007,4
2007-04-15,105.0,18.4,8.2,12.9,0.4,False,10.2,Frío,False,2007,4
2007-04-16,106.0,18.2,8.3,13.0,0.4,False,9.899999999999999,Frío,False,2007,4
2007-04-17,107.0,19.2,9.2,14.3,0.0,False,10.0,Frío,True,2007,4
2007-04-18,108.0,15.6,12.0,13.7,4.8,False,3.5999999999999996,Frío,False,2007,4
2007-04-19,,,,,,False,,,False,2007,4
2007-04-20,110.0,20.5,8.3,14.2,0.0,False,12.2,Templado,True,2007,4
2007-04-21,111.0,16.2,11.7,14.1,1.4,False,4.5,Frío,False,2007,4
2007-04-22,112.0,19.0,10.6,14.9,5.8,False,8.4,Frío,False,2007,4
2007-04-23,113.0,23.1,10.6,18.1,0.0,False,12.500000000000002,Templado,True,2007,4
2007-04-24,114.0,23.6,9.3,16.9,0.0,False,14.3,Templado,True,2007,4
2007-04-25,115.0,22.0,8.5,15.4,0.0,False,13.5,Templado,True,2007,4
2007-04-26,116.0,21.7,8.0,15.4,0.0,False,13.7,Templado,True,2007,4
2007-04-27,117.0,18.7,10.4,14.0,3.8,False,8.299999999999999,Frío,False,2007,4
2007-04-28,118.0,19.7,9.2,14.8,0.0,False,10.5,Frío,True,2007,4
2007-04-29,119.0,21.8,8.8,15.5,0.2,False,13.0,Templado,False,2007,4
2007-04-30,120.0,24.5,8.8,17.2,0.0,False,15.7,Templado,True,2007,4
2007-05-01,121.0,19.3,8.1,13.8,0.0,False,11.200000000000001,Frío,True,2007,5
2007-05-02,122.0,17.2,7.0,12.8,3.0,False,10.2,Frío,False,2007,5
2007-05-03,123.0,20.0,6.1,13.6,0.0,False,13.9,Frío,True,2007,5
2007-05-04,124.0,21.3,7.4,14.6,0.0,False,13.9,Templado,True,2007,5
2007-05-05,125.0,22.5,10.2,16.4,0.0,False,12.3,Templado,True,2007,5
2007-05-06,126.0,21.0,6.9,15.1,0.0,False,14.1,Templado,True,2007,5
2007-05-07,127.0,26.3,7.8,17.7,0.0,False,18.5,Templado,True,2007,5
2007-05-08,128.0,27.6,11.2,20.3,0.0,False,16.400000000000002,Templado,True,2007,5
2007-05-09,129.0,30.2,11.0,21.4,0.0,False,19.2,Caluroso,True,2007,5
2007-05-10,130.0,30.8,12.6,22.0,0.0,False,18.200000000000003,Caluroso,True,2007,5
2007-05-11,131.0,32.2,11.8,22.5,0.0,False,20.400000000000002,Caluroso,True,2007,5
2007-05-12,132.0,32.3,13.9,23.2,0.0,False,18.4,Caluroso,True,2007,5
2007-05-13,133.0,31.2,12.7,23.6,0.0,False,18.5,Caluroso,True,2007,5
2007-05-14,134.0,24.9,13.0,19.5,0.0,False,11.899999999999999,Templado,True,2007,5
2007-05-15,135.0,22.0,9.9,16.6,0.0,False,12.1,Templado,True,2007,5
2007-05-16,136.0,25.3,8.8,17.6,0.0,False,16.5,Templado,True,2007,5
2007-05-17,137.0,26.3,11.4,19.2,0.0,False,14.9,Templado,True,2007,5
2007-05-18,138.0,29.8,12.3,22.3,0.0,False,17.5,Templado,True,2007,5
2007-05-19,139.0,27.3,13.2,20.8,0.0,False,14.100000000000001,Templado,True,2007,5
2007-05-20,140.0,24.8,15.2,19.8,0.0,False,9.600000000000001,Templado,True,2007,5
2007-05-21,141.0,28.6,13.5,20.5,0.0,False,15.100000000000001,Templado,True,2007,5
2007-05-22,142.0,22.7,15.2,18.2,1.4,False,7.5,Templado,False,2007,5
2007-05-23,143.0,22.5,15.1,18.9,1.8,False,7.4,Templado,False,2007,5
2007-05-24,144.0,25.8,14.6,19.6,0.0,False,11.200000000000001,Templado,True,2007,5
2007-05-25,145.0,24.4,12.9,18.3,1.6,False,11.499999999999998,Templado,False,2007,5
2007-05-26,146.0,24.4,10.2,18.6,0.0,False,14.2,Templado,True,2007,5
2007-05-27,147.0,26.6,12.0,20.6,0.0,False,14.600000000000001,Templado,True,2007,5
2007-05-28,148.0,24.0,12.4,19.8,0.0,False,11.6,Templado,True,2007,5
2007-05-29,149.0,27.1,10.8,19.6,0.0,False,16.3,Templado,True,2007,5
2007-05-30,150.0,30.2,12.9,22.4,0.0,False,17.299999999999997,Caluroso,True,2007,5
2007-05-31,151.0,30.2,13.5,23.3,0.0,False,16.7,Caluroso,True,2007,5
2007-06-01,152.0,25.1,14.5,19.8,0.0,False,10.600000000000001,Templado,True,2007,6
2007-06-02,153.0,25.6,12.5,19.0,0.0,False,13.100000000000001,Templado,True,2007,6
2007-06-03,154.0,26.0,11.6,19.1,0.0,False,14.4,Templado,True,2007,6
2007-06-04,155.0,25.4,12.7,19.9,0.0,False,12.7,Templado,True,2007,6
2007-06-05,156.0,24.8,13.4,19.2,0.0,False,11.4,Templado,True,2007,6
2007-06-06,157.0,25.5,12.4,19.2,0.0,False,13.1,Templado,True,2007,6
2007-06-07,158.0,27.4,12.9,20.4,0.0,False,14.499999999999998,Templado,True,2007,6
2007-06-08,159.0,30.2,13.2,22.6,0.0,False,17.0,Caluroso,True,2007,6
2007-06-09,160.0,28.8,15.5,22.0,0.0,False,13.3,Templado,True,2007,6
2007-06-10,161.0,29.0,14.9,21.9,0.0,False,14.1,Templado,True,2007,6
2007-06-11,162.0,30.5,14.6,23.1,0.0,False,15.9,Caluroso,True,2007,6
2007-06-12,163.0,31.9,15.5,23.0,0.0,False,16.4,Caluroso,True,2007,6
2007-06-13,164.0,32.1,14.0,24.1,0.0,False,18.1,Caluroso,True,2007,6
2007-06-14,165.0,33.1,15.3,25.7,0.0,False,17.8,Caluroso,True,2007,6
2007-06-15,166.0,29.8,19.5,24.4,0.0,False,10.3,Templado,True,2007,6
2007-06-16,167.0,32.3,16.1,24.4,0.0,False,16.199999999999996,Caluroso,True,2007,6
2007-06-17,168.0,33.7,18.9,26.1,0.0,False,14.800000000000004,Caluroso,True,2007,6
2007-06-18,169.0,30.7,18.4,24.9,0.0,False,12.3,Caluroso,True,2007,6
2007-06-19,170.0,33.9,16.1,26.0,0.0,False,17.799999999999997,Caluroso,True,2007,6
2007-06-20,171.0,32.3,14.0,24.9,0.0,False,18.299999999999997,Caluroso,True,2007,6
2007-06-21,172.0,29.3,15.7,23.3,0.0,False,13.600000000000001,Templado,True,2007,6
2007-06-22,173.0,30.2,15.9,23.3,0.0,False,14.299999999999999,Caluroso,True,2007,6
2007-06-23,174.0,27.7,15.1,22.0,0.0,False,12.6,Templado,True,2007,6
2007-06-24,175.0,30.1,15.1,23.0,0.0,False,15.000000000000002,Caluroso,True,2007,6
2007-06-25,176.0,36.6,15.1,27.8,0.0,True,21.5,Caluroso,True,2007,6
2007-06-26,,,,,,False,,,False,2007,6
2007-06-27,178.0,26.9,16.8,21.5,0.0,False,10.099999999999998,Templado,True,2007,6
2007-06-28,179.0,26.8,17.2,21.9,0.0,False,9.600000000000001,Templado,True,2007,6
2007-06-29,180.0,30.2,15.1,23.4,0.0,False,15.1,Caluroso,True,2007,6
2007-06-30,181.0,31.9,15.9,24.4,0.0,False,15.999999999999998,Caluroso,True,2007,6
2007-07-01,182.0,33.5,14.5,24.9,0.0,False,19.0,Caluroso,True,2007,7
2007-07-02,183.0,30.9,18.3,25.0,0.0,False,12.599999999999998,Caluroso,True,2007,7
2007-07-03,184.0,33.7,16.2,25.5,0.0,False,17.500000000000004,Caluroso,True,2007,7
2007-07-04,185.0,36.5,18.5,27.9,0.0,True,18.0,Caluroso,True,2007,7
2007-07-05,186.0,27.7,18.7,23.1,0.0,False,9.0,Templado,True,2007,7
2007-07-06,187.0,28.2,16.9,22.8,0.0,False,11.3,Templado,True,2007,7
2007-07-07,188.0,30.3,15.9,23.6,0.0,False,14.4,Caluroso,True,2007,7
2007-07-08,189.0,35.4,17.3,25.6,0.0,True,18.099999999999998,Caluroso,True,2007,7
2007-07-09,190.0,31.0,19.2,24.9,0.0,False,11.8,Caluroso,True,2007,7
2007-07-10,191.0,28.4,18.1,23.5,0.0,False,10.299999999999997,Templado,True,2007,7
2007-07-11,192.0,29.8,15.5,22.8,0.0,False,14.3,Templado,True,2007,7
2007-07-12,193.0,29.4,18.0,23.4,0.0,False,11.399999999999999,Templado,True,2007,7
2007-07-13,194.0,31.3,15.8,24.4,0.0,False,15.5,Caluroso,True,2007,7
2007-07-14,195.0,31.0,15.6,24.2,0.0,False,15.4,Caluroso,True,2007,7
2007-07-15,196.0,28.2,18.3,23.4,0.0,False,9.899999999999999,Templado,True,2007,7
2007-07-16,197.0,33.2,18.2,25.2,0.0,False,15.000000000000004,Caluroso,True,2007,7
2007-07-17,198.0,36.7,16.1,26.8,0.0,True,20.6,Caluroso,True,2007,7
2007-07-18,199.0,34.0,16.9,26.1,0.0,False,17.1,Caluroso,True,2007,7
2007-07-19,200.0,34.2,17.7,25.7,0.0,False,16.500000000000004,Caluroso,True,2007,7
2007-07-20,201.0,33.5,15.1,24.9,0.0,False,18.4,Caluroso,True,2007,7
2007-07-21,202.0,32.2,13.8,23.9,0.0,False,18.400000000000002,Caluroso,True,2007,7
2007-07-22,203.0,32.6,16.1,24.5,0.0,False,16.5,Caluroso,True,2007,7
2007-07-23,204.0,36.4,13.4,25.9,0.0,True,23.0,Caluroso,True,2007,7
2007-07-24,205.0,31.5,18.7,25.2,0.0,False,12.8,Caluroso,True,2007,7
2007-07-25,206.0,31.7,17.1,24.1,0.0,False,14.599999999999998,Caluroso,True,2007,7
2007-07-26,207.0,32.9,18.5,25.4,0.0,False,14.399999999999999,Caluroso,True,2007,7
2007-07-27,208.0,34.4,19.2,27.0,0.0,False,15.2,Caluroso,True,2007,7
2007-07-28,209.0,36.5,19.0,27.7,0.0,True,17.5,Caluroso,True,2007,7
2007-07-29,210.0,33.5,19.4,26.1,0.0,False,14.100000000000001,Caluroso,True,2007,7
2007-07-30,211.0,33.8,17.9,26.1,0.0,False,15.899999999999999,Caluroso,True,2007,7
2007-07-31,212.0,36.7,17.9,26.7,0.0,True,18.800000000000004,Caluroso,True,2007,7
2007-08-01,213.0,39.1,18.8,28.7,0.0,True,20.3,Caluroso,True,2007,8
2007-08-02,214.0,37.6,17.1,26.9,0.0,True,20.5,Caluroso,True,2007,8
2007-08-03,215.0,30.1,20.0,24.7,0.0,False,10.100000000000001,Caluroso,True,2007,8
2007-08-04,216.0,33.7,19.2,26.2,0.0,False,14.500000000000004,Caluroso,True,2007,8
2007-08-05,217.0,35.9,18.5,27.2,0.0,True,17.4,Caluroso,True,2007,8
2007-08-06,218.0,31.4,19.0,25.3,0.0,False,12.399999999999999,Caluroso,True,2007,8
2007-08-07,219.0,28.5,17.9,23.6,0.0,False,10.600000000000001,Templado,True,2007,8
2007-08-08,220.0,30.1,17.5,24.1,0.0,False,12.600000000000001,Caluroso,True,2007,8
2007-08-09,221.0,30.3,17.3,24.3,0.0,False,13.0,Caluroso,True,2007,8
2007-08-10,222.0,30.9,20.4,24.8,0.0,False,10.5,Caluroso,True,2007,8
2007-08-11,223.0,34.6,17.1,26.0,0.0,False,17.5,Caluroso,True,2007,8
2007-08-12,224.0,34.9,17.1,26.8,0.0,False,17.799999999999997,Caluroso,True,2007,8
2007-08-13,225.0,31.4,16.5,24.2,0.0,False,14.899999999999999,Caluroso,True,2007,8
2007-08-14,226.0,33.4,15.5,24.9,0.0,False,17.9,Caluroso,True,2007,8
2007-08-15,227.0,35.0,15.8,25.2,0.0,False,19.2,Caluroso,True,2007,8
2007-08-16,228.0,31.7,18.6,25.3,0.0,False,13.099999999999998,Caluroso,True,2007,8
2007-08-17,229.0,28.6,19.7,23.8,0.0,False,8.900000000000002,Templado,True,2007,8
2007-08-18,230.0,30.8,18.8,24.1,0.0,False,12.0,Caluroso,True,2007,8
2007-08-19,231.0,32.3,16.7,24.6,0.0,False,15.599999999999998,Caluroso,True,2007,8
2007-08-20,232.0,29.7,20.2,24.1,0.0,False,9.5,Templado,True,2007,8
2007-08-21,233.0,30.3,17.8,24.1,0.0,False,12.5,Caluroso,True,2007,8
2007-08-22,234.0,26.1,16.7,20.7,1.0,False,9.400000000000002,Templado,False,2007,8
2007-08-23,235.0,25.6,14.6,20.3,0.2,False,11.000000000000002,Templado,False,2007,8
2007-08-24,236.0,24.7,19.0,21.7,0.0,False,5.699999999999999,Templado,True,2007,8
2007-08-25,237.0,27.5,21.7,23.7,1.0,False,5.800000000000001,Templado,False,2007,8
2007-08-26,238.0,32.3,21.4,26.2,0.0,False,10.899999999999999,Caluroso,True,2007,8
2007-08-27,239.0,34.2,21.1,27.5,0.0,False,13.100000000000001,Caluroso,True,2007,8
2007-08-28,240.0,37.9,19.6,28.6,0.0,True,18.299999999999997,Caluroso,True,2007,8
2007-08-29,241.0,37.9,18.6,28.3,0.0,True,19.299999999999997,Caluroso,True,2007,8
2007-08-30,242.0,31.2,15.5,24.0,0.0,False,15.7,Caluroso,True,2007,8
2007-08-31,243.0,27.0,18.0,22.3,0.0,False,9.0,Templado,True,2007,8
2007-09-01,244.0,25.9,18.5,21.6,0.0,False,7.399999999999999,Templado,True,2007,9
2007-09-02,245.0,27.4,14.7,21.6,0.0,False,12.7,Templado,True,2007,9
2007-09-03,246.0,28.7,14.0,21.7,0.0,False,14.7,Templado,True,2007,9
2007-09-04,247.0,30.3,14.7,22.4,0.0,False,15.600000000000001,Caluroso,True,2007,9
2007-09-05,248.0,26.1,16.1,21.1,0.0,False,10.0,Templado,True,2007,9
2007-09-06,249.0,25.7,16.2,21.1,0.0,False,9.5,Templado,True,2007,9
2007-09-07,250.0,27.6,13.8,20.7,0.0,False,13.8,Templado,True,2007,9
